,name,category_0,category_1,take_out,review_count,stars,city_id,state_id
353,Entenmann's Oroweat Bakery Outlet,Food,Bakeries,False,24.0,4.5,11,2
354,Great Harvest Bread Company,Food,Bakeries,True,49.0,3.5,11,2
355,See's Candies,Food,Shopping,False,13.0,4.5,11,2
356,Terrible Herbst,Automotive,Gas & Service Stations,False,9.0,1.0,11,2
357,Terrible Herbst #159,Automotive,Gas & Service Stations,False,8.0,3.0,11,2
358,Terrible Herbst Lube,Automotive,Gas & Service Stations,False,21.0,3.5,11,2
359,Sammy's Woodfired Pizza and Grill,Pizza,Gluten-Free,True,59.0,3.5,11,2
360,The Legacy Golf Club,Active Life,Golf,False,24.0,3.5,11,2
361,Wildhorse Golf Club,Active Life,Golf,False,40.0,3.5,11,2
362,99 Cents Only Stores,Food,Grocery,False,10.0,3.0,11,2
363,Green Valley Grocery,Food,Grocery,False,3.0,2.5,11,2
364,Smart & Final,Food,Grocery,False,12.0,4.0,11,2
365,Vons,Food,Grocery,True,27.0,3.0,11,2
366,Gabroy James MD,Doctors,Health & Medical,False,7.0,2.5,11,2
367,Litchfield W Reid MD Face,Doctors,Health & Medical,False,7.0,4.0,11,2
368,"Michelle M Lewis, DO",Doctors,Health & Medical,False,32.0,4.0,11,2
369,Prestige Senior Living at Mira Loma,Retirement Homes,Health & Medical,False,5.0,4.0,11,2
370,Lovesac Galleria,Shopping,Home & Garden,False,5.0,4.0,11,2
371,Atlas Plumbing,Plumbing,Home Services,False,15.0,4.0,11,2
372,Baskin Robbins,Food,Ice Cream & Frozen Yogurt,True,21.0,3.5,11,2
373,Baskin-Robbins,Food,Ice Cream & Frozen Yogurt,True,14.0,4.0,11,2
374,Dairy Queen,Food,Ice Cream & Frozen Yogurt,False,4.0,1.0,11,2
375,Fazoli's,Restaurants,Italian,False,28.0,3.0,11,2
376,Romano's Macaroni Grill,Restaurants,Italian,True,141.0,2.5,11,2
377,Sushi Bay,Sushi Bars,Japanese,True,153.0,3.5,11,2
378,Fred Meyer Jewelry Store,Shopping,Jewelry,False,8.0,3.5,11,2
379,Gordon's Jewelers,Shopping,Jewelry,False,4.0,3.0,11,2
380,Zales Jewelers,Shopping,Jewelry,False,10.0,3.0,11,2
381,Winkler Steven MD,Doctors,Medical Centers,False,3.0,5.0,11,2
382,Chipotle Mexican Grill,Fast Food,Mexican,True,100.0,2.5,11,2
383,Taco Bell,Fast Food,Mexican,True,15.0,3.0,11,2
384,GV Christian School,Elementary Schools,Middle Schools & High Schools,False,5.0,4.0,11,2
385,Diamond Heads,Automotive,Motorcycle Dealers,False,3.0,2.5,11,2
386,Best Nails,Beauty & Spas,Nail Salons,False,56.0,3.0,11,2
387,Desert Nails,Beauty & Spas,Nail Salons,False,30.0,2.5,11,2
388,First Choice Nails,Beauty & Spas,Nail Salons,False,38.0,3.5,11,2
389,Q Nails,Beauty & Spas,Nail Salons,False,34.0,4.0,11,2
390,OfficeMax,Shopping,Office Equipment,False,11.0,2.5,11,2
391,Eyemasters,Shopping,Optometrists,False,3.0,4.0,11,2
392,Dance Zone,Arts & Entertainment,Performing Arts,False,8.0,4.0,11,2
393,"Barton H Foutz, DDS",Health & Medical,Periodontists,False,5.0,3.5,11,2
394,Legacy Animal Hospital,Pet Groomers,Pet Services,False,49.0,4.5,11,2
395,Buon Gusto Ristorante,Restaurants,Pizza,True,279.0,4.0,11,2
396,Carmine's,Italian,Pizza,True,54.0,3.0,11,2
397,Chateau Calais Apartments,Home Services,Real Estate,False,27.0,4.0,11,2
398,Copper Hills Apartments,Home Services,Real Estate,False,8.0,2.0,11,2
399,Green Valley Country Club Apartments,Home Services,Real Estate,False,24.0,1.5,11,2
400,Martinique Bay,Home Services,Real Estate,False,13.0,3.0,11,2
401,The Equestrian on Eastern,Home Services,Real Estate,False,19.0,3.0,11,2
402,Ventana Canyon Apartments,Home Services,Real Estate,False,9.0,1.5,11,2
403,Baja Fresh Mexican Grill,Restaurants,Mexican,True,33.0,2.5,11,2
404,Cafe Caubo,Restaurants,Mexican,True,3.0,3.5,11,2
405,Carrabba's Italian Grill,Restaurants,Seafood,True,186.0,3.5,11,2
406,Cook On Wok,Restaurants,Chinese,True,55.0,3.0,11,2
407,Jack In the Box,Restaurants,Fast Food,True,4.0,4.0,11,2
408,Papa John's Pizza,Restaurants,Pizza,True,11.0,2.0,11,2
409,Pizza Hut,Restaurants,Pizza,True,14.0,3.0,11,2
410,Ross J's Aloha Grill,Restaurants,Hawaiian,True,373.0,4.0,11,2
411,Subway,Fast Food,Sandwiches,False,7.0,2.5,11,2
412,Subway,Fast Food,Sandwiches,True,8.0,3.0,11,2
413,The UPS Store,Local Services,Shipping Centers,False,4.0,4.0,11,2
414,The UPS Store,Local Services,Shipping Centers,False,12.0,1.5,11,2
415,Anthony & Sylvan Pools,Shopping,Hot Tub & Pool,False,14.0,3.5,11,2
416,Babies R Us,Shopping,Toy Stores,False,22.0,3.5,11,2
417,Champs Sports,Shopping,Sporting Goods,False,7.0,2.5,11,2
418,Henderson Restaurant Supply,Shopping,Kitchen & Bath,False,12.0,4.5,11,2
419,Leslie's Swimming Pool Supplies,Shopping,Hot Tub & Pool,False,4.0,2.0,11,2
420,Office Depot,Shopping,Computers,False,12.0,3.5,11,2
421,Payless Shoesource,Shopping,Fashion,False,6.0,3.0,11,2
422,Tgi Flowers,Shopping,Flowers & Gifts,False,9.0,4.0,11,2
423,The Body Shop,Shopping,Skin Care,False,8.0,4.5,11,2
424,Things Remembered,Shopping,Flowers & Gifts,False,6.0,4.0,11,2
425,Tommy Rockers Southside Grill,American (Traditional),Southern,True,20.0,4.5,11,2
426,UMC Quick Care - Sunset,Health & Medical,Urgent Care,False,50.0,3.0,11,2
427,Green Valley Animal Hospital,Pet Services,Veterinarians,False,98.0,4.5,11,2
428,Pecos Windmill Water Store,Local Services,Water Delivery,False,4.0,5.0,11,2
429,Sunset Water Store,Food,Water Stores,False,3.0,5.0,11,2
430,Reliable Tax Services,Financial Services,Accountants,False,3.0,4.5,12,2
431,Paradise Electro Stimulations,Shopping,Adult,False,4.0,4.5,12,2
432,The Studio,Shopping,Adult,False,7.0,5.0,12,2
433,Boomer's Bar,Bars,American (Traditional),False,19.0,3.5,12,2
434,Omelet House,Breakfast & Brunch,American (Traditional),True,703.0,4.5,12,2
435,Armstrong Emporium,Shopping,Antiques,False,5.0,3.0,12,2
436,A-1 Vacuum & Sewing,Local Services,Appliances & Repair,False,10.0,3.0,12,2
437,Art encounter,Arts & Entertainment,Art Galleries,False,5.0,4.0,12,2
438,Contemporary Arts Center,Arts & Entertainment,Art Galleries,False,6.0,4.5,12,2
439,Palace Station Hotel & Casino,Hotels & Travel,Arts & Entertainment,True,526.0,2.5,12,2
440,Southern Nevada Museum of Fine Art,Museums,Arts & Entertainment,False,4.0,5.0,12,2
441,Kao Auto Styling,Automotive,Auto Parts & Supplies,False,13.0,4.0,12,2
442,Charleston Car Wash,Car Wash,Automotive,False,7.0,3.5,12,2
443,Charlie's Car Repair,Auto Repair,Automotive,False,12.0,4.5,12,2
444,Desert Inn Auto Repair,Auto Repair,Automotive,False,18.0,2.5,12,2
445,Jiffy Lube,Oil Change Stations,Automotive,False,32.0,3.5,12,2
446,Kool Radiator Service,Auto Repair,Automotive,False,6.0,3.5,12,2
447,Pacific Auto Care,Auto Repair,Automotive,False,4.0,5.0,12,2
448,Elephant BBQ Restaurant,Korean,Barbeque,True,10.0,4.5,12,2
449,Shilla Korean BBQ,Korean,Barbeque,True,45.0,3.0,12,2
450,Hard Hat Lounge,Dive Bars,Bars,False,31.0,3.5,12,2
451,Huntridge Tavern,Dive Bars,Bars,False,50.0,4.0,12,2
452,Jack's Pub,Pubs,Bars,False,20.0,2.5,12,2
453,Moon Doggies,Dive Bars,Bars,False,85.0,4.0,12,2
454,Beaut Point Hair Studio,Beauty & Spas,Hair Salons,False,21.0,4.5,12,2
455,Daisy Nail,Beauty & Spas,Waxing,False,13.0,4.0,12,2
456,Diversity Tattoos,Beauty & Spas,Tattoo,False,20.0,3.5,12,2
457,Princess Massage,Beauty & Spas,Massage,False,3.0,2.0,12,2
458,SmartStyle,Beauty & Spas,Hair Salons,False,5.0,4.0,12,2
459,1-Day Paint & Body Centers,Automotive,Body Shops,False,7.0,2.5,12,2
460,Dun Rite Auto Body,Automotive,Body Shops,False,6.0,3.0,12,2
461,Borders Book Shop & Cafe,Videos & Video Game Rental,"Books, Mags, Music & Video",False,6.0,3.5,12,2
462,Wax Trax Records,Music & DVDs,"Books, Mags, Music & Video",False,55.0,2.5,12,2
463,Nozomi Japanese Restaurant,Sushi Bars,Buffets,True,54.0,4.0,12,2
464,KFC,Fast Food,Chicken Wings,True,19.0,1.5,12,2
465,A & M Chiropractic & Wellness Center,Health & Medical,Chiropractors,False,3.0,4.5,12,2
466,Gettinger Chiropractic,Health & Medical,Chiropractors,False,3.0,5.0,12,2
467,Starbucks,Food,Coffee & Tea,True,47.0,3.5,12,2
468,"Oiga, Mire, Vea Colombian Cuisine",Latin American,Colombian,True,68.0,3.5,12,2
469,The Gay & Lesbian Community Center of Southern Nevada,Local Services,Community Service/Non-Profit,False,22.0,4.5,12,2
470,Circle K,Food,Convenience Stores,False,11.0,3.5,12,2
471,Shiseido,Shopping,Cosmetics & Beauty Supply,False,3.0,4.5,12,2
472,Law Office of Joseph A. Scalia,Professional Services,Criminal Defense Law,False,3.0,3.5,12,2
473,Blueberry Hill Family Restaurant,Breakfast & Brunch,Diners,True,333.0,3.5,12,2
474,Safeway Driving School,Specialty Schools,Driving Schools,False,24.0,3.5,12,2
475,Rose's Cleaners and Alterations,Local Services,Dry Cleaning & Laundry,False,37.0,4.5,12,2
476,Sparkle Cleaners & Laundry,Local Services,Dry Cleaning & Laundry,False,15.0,3.5,12,2
477,Tiffany Couture Cleaners,Local Services,Dry Cleaning & Laundry,False,29.0,4.5,12,2
478,Mariana's Supermarket,Food,Ethnic Food,True,36.0,3.5,12,2
479,Econo Lodge,Hotels & Travel,Event Planning & Services,False,13.0,2.0,12,2
480,El Mirador,Hotels & Travel,Event Planning & Services,False,5.0,1.0,12,2
481,Charleston Swapmeet,Sporting Goods,Fashion,False,6.0,4.0,12,2
482,Du Barry Fashions,Women's Clothing,Fashion,False,16.0,4.5,12,2
483,Target,Department Stores,Fashion,False,25.0,1.5,12,2
484,Tuesday Morning,Department Stores,Fashion,False,5.0,3.0,12,2
485,Carl's Jr,Burgers,Fast Food,True,18.0,3.0,12,2
486,McDonald's,Burgers,Fast Food,True,9.0,2.0,12,2
487,Mountain America Credit Union,Banks & Credit Unions,Financial Services,False,7.0,3.5,12,2
488,Bonanza Gift Shop,Gift Shops,Flowers & Gifts,False,141.0,3.0,12,2
489,T & T Ginseng,Food,Health Markets,False,17.0,3.5,12,2
490,Regal Upholstery & Drapery Co.,Local Services,Furniture Reupholstery,False,7.0,4.5,12,2
491,K & B Door Company,Home Services,Garage Door Services,False,6.0,4.5,12,2
492,Rebel Oil,Automotive,Gas & Service Stations,False,3.0,3.0,12,2
493,Albertsons,Food,Grocery,False,10.0,2.5,12,2
494,Habib's Mediterranean Market,Food,Grocery,False,3.0,1.5,12,2
495,Smart & Final,Food,Grocery,True,13.0,3.5,12,2
496,24 Hour Fitness,Active Life,Gyms,False,41.0,3.0,12,2
497,Hair & Nails Zone,Beauty & Spas,Hair Removal,False,22.0,1.5,12,2
498,Balle & Associates,Endodontists,Health & Medical,False,26.0,4.5,12,2
499,Guadalupe Medical Center,Medical Centers,Health & Medical,False,5.0,1.0,12,2
500,Nevada Foot Institute,Doctors,Health & Medical,False,6.0,2.0,12,2
501,"Rebecca Herrero, MD, FACOG",Doctors,Health & Medical,False,6.0,3.0,12,2
502,Hi Desert Appliances,Local Services,Home & Garden,False,5.0,4.5,12,2
503,Hotai Furniture,Shopping,Home & Garden,False,12.0,3.0,12,2
504,Artistic Iron Works,Shopping,Home Decor,False,46.0,3.5,12,2
505,Desert Realty,Property Management,Home Services,False,14.0,2.0,12,2
506,Haagen Dazs,Food,Ice Cream & Frozen Yogurt,False,3.0,3.0,12,2
507,Luv It Frozen Custard,Food,Ice Cream & Frozen Yogurt,True,585.0,4.0,12,2
508,Samosa Factory,Vegetarian,Indian,True,151.0,4.0,12,2
509,M & I International,Shopping,Jewelry,False,46.0,3.5,12,2
510,The Jewelers of Las Vegas,Shopping,Jewelry,False,33.0,4.5,12,2
511,Habib's Persian Cuisine,Persian/Iranian,Middle Eastern,True,110.0,3.5,12,2
512,T-Mobile,Shopping,Mobile Phones,False,9.0,2.5,12,2
513,Super Nails,Beauty & Spas,Nail Salons,False,12.0,2.5,12,2
514,US Nail & Spa,Beauty & Spas,Nail Salons,False,22.0,3.5,12,2
515,Jake's Bar,Bars,Nightlife,False,12.0,4.5,12,2
516,Spring Mountain Vision,Shopping,Optometrists,False,8.0,4.5,12,2
517,Ez Pawn,Shopping,Pawn Shops,False,4.0,2.0,12,2
518,Puppy Love,Pet Groomers,Pet Services,False,5.0,3.5,12,2
519,Sly Parrot Bird Company,Pets,Pet Stores,False,6.0,5.0,12,2
520,Veterinary Ophthalmology Service,Veterinarians,Pets,False,10.0,4.5,12,2
521,Labor Ready,Employment Agencies,Professional Services,False,5.0,2.0,12,2
522,The Envy Agency,Employment Agencies,Professional Services,False,5.0,1.0,12,2
523,Icon at 2900,Home Services,Real Estate,False,8.0,1.0,12,2
524,Sandpiper Apartments,Home Services,Real Estate,False,12.0,2.0,12,2
525,Timberlake,Home Services,Real Estate,False,11.0,3.0,12,2
526,Wyandotte Apartments,Home Services,Real Estate,False,7.0,1.5,12,2
527,Capriotti's Sandwich Shop,Restaurants,Sandwiches,True,271.0,4.0,12,2
528,Carl's Jr,Restaurants,Fast Food,True,5.0,1.5,12,2
529,Chapala's Mexican Restaurant,Restaurants,Mexican,True,19.0,3.0,12,2
530,China Star,Restaurants,Chinese,True,45.0,3.0,12,2
531,Chinatown Cuisine,Restaurants,Mexican,True,4.0,4.5,12,2
532,Emperor's Garden,Restaurants,Chinese,True,129.0,2.0,12,2
533,Food Express Chinese Restaurant,Restaurants,Chinese,True,178.0,4.0,12,2
534,Ichiza,Restaurants,Japanese,True,1305.0,4.0,12,2
535,India Oven,Restaurants,Indian,True,130.0,3.5,12,2
536,Little Caesars Pizza,Restaurants,Pizza,True,4.0,4.0,12,2
537,Pho So 1,Restaurants,Vietnamese,True,763.0,3.5,12,2
538,Rice To-Go,Restaurants,Chinese,True,19.0,3.0,12,2
539,Wienerschnitzel,Restaurants,Fast Food,False,3.0,1.0,12,2
540,Subway,Fast Food,Sandwiches,True,8.0,2.0,12,2
541,Habib's Tailoring & Leather Repairs,Local Services,Sewing & Alterations,False,113.0,4.5,12,2
542,The UPS Store,Local Services,Shipping Centers,False,11.0,4.5,12,2
543,China China,Shopping,Home & Garden,False,3.0,5.0,12,2
544,Cigar Box,Shopping,Tobacco Shops,False,3.0,4.5,12,2
545,Fabric Boutique,Shopping,Arts & Crafts,False,5.0,4.0,12,2
546,Jewelry City,Shopping,Gold Buyers,False,20.0,4.5,12,2
547,Macy's Furniture & Home Store,Shopping,Kitchen & Bath,False,34.0,3.0,12,2
548,Mattress Firm Clearance,Shopping,Mattresses,False,30.0,4.5,12,2
549,National Survival Store,Shopping,Sporting Goods,False,4.0,3.0,12,2
550,Nice Twice Hobbies & Sports,Shopping,Hobby Shops,False,6.0,3.5,12,2
551,Psychic Castles,Shopping,"Books, Mags, Music & Video",False,3.0,4.5,12,2
552,Red Shoes,Shopping,Fashion,False,15.0,3.0,12,2
553,Rocky Top Video & Stereo Repair,Shopping,Electronics,False,10.0,5.0,12,2
554,SuperPawn,Shopping,Electronics,False,6.0,2.5,12,2
555,The Bead Shack,Shopping,Art Supplies,False,8.0,4.0,12,2
556,Velvet Underground,Shopping,Comic Books,False,26.0,4.0,12,2
557,Cesar's Shoe World,Shopping,Fashion,False,3.0,3.5,12,2
558,It's Paradise Boutique,Shopping,Fashion,False,3.0,3.5,12,2
559,Smog Busters Repair Center,Automotive,Smog Check Stations,False,3.0,4.0,12,2
560,A & M Enterprises,Financial Services,Tax Services,False,3.0,2.5,12,2
561,Gray Line of Las Vegas,Hotels & Travel,Transportation,False,3.0,1.5,12,2
562,AAA,Hotels & Travel,Travel Services,False,12.0,3.5,12,2
563,Denny's,Breakfast & Brunch,American (Traditional),True,30.0,2.5,13,2
564,German-American Social Club of Nevada,German,Arts & Entertainment,False,6.0,4.0,13,2
565,AutoZone,Automotive,Auto Parts & Supplies,False,8.0,2.5,13,2
566,Morton's Valero Travel Plaza,Tires,Automotive,False,3.0,3.5,13,2
567,Cool Cuts 4 Kids,Beauty & Spas,Hair Salons,False,37.0,4.0,13,2
568,Great Clips,Beauty & Spas,Hair Salons,False,11.0,3.5,13,2
569,Silver Nugget Bowling Center,Active Life,Bowling,False,11.0,3.5,13,2
570,Poker Palace,Arts & Entertainment,Casinos,False,16.0,4.0,13,2
571,KFC,Fast Food,Chicken Wings,True,10.0,1.5,13,2
572,KFC,Fast Food,Chicken Wings,True,8.0,2.0,13,2
573,Beauty Supply Warehouse,Shopping,Cosmetics & Beauty Supply,False,6.0,3.0,13,2
574,Sally Beauty Supply,Shopping,Cosmetics & Beauty Supply,False,11.0,1.5,13,2
575,Walgreens,Shopping,Drugstores,True,21.0,1.5,13,2
576,Oasis Cleaners,Local Services,Dry Cleaning & Laundry,False,13.0,4.5,13,2
577,West Air Aviation,Specialty Schools,Education,False,6.0,4.5,13,2
578,Big 5 Sporting Goods,Sporting Goods,Fashion,False,9.0,3.5,13,2
579,Carl's Jr Restaurants,Burgers,Fast Food,True,7.0,2.5,13,2
580,Galaxy Foam & Upholstery,Local Services,Furniture Reupholstery,False,18.0,5.0,13,2
581,Pilot Travel Center,Automotive,Gas & Service Stations,False,18.0,3.5,13,2
582,Bonita Groceries,Food,Grocery,False,3.0,2.0,13,2
583,La Bonita Grocery Store,Food,Grocery,False,7.0,3.5,13,2
584,Morris Dexter OD,Optometrists,Health & Medical,False,3.0,3.0,13,2
585,"Nader Abdelsayed MD, PC",Doctors,Health & Medical,False,4.0,4.5,13,2
586,Custom Water Refining,Plumbing,Home Services,False,4.0,4.0,13,2
587,Lippincott Van Lines/Southern Nevada Movers,Shopping,Home Services,False,9.0,2.0,13,2
588,Rakeman Plumbing,Shopping,Home Services,False,20.0,3.5,13,2
589,Ace World Wide of Nevada,Movers,Local Services,False,6.0,1.5,13,2
590,Rainbow Medical Centers,Doctors,Medical Centers,False,5.0,1.5,13,2
591,Tortas El Rey,Fast Food,Mexican,True,11.0,3.0,13,2
592,Passion Nails,Beauty & Spas,Nail Salons,False,29.0,3.0,13,2
593,Sporting Chance Saloon,Bars,Nightlife,False,7.0,3.5,13,2
594,Domino's Pizza,Sandwiches,Pizza,True,6.0,4.5,13,2
595,Republic Services of Southern Nevada Recycling Center,Local Services,Recycling Center,False,7.0,2.5,13,2
596,SA Recycling,Local Services,Recycling Center,False,3.0,1.5,13,2
597,Jack In the Box,Restaurants,Fast Food,True,12.0,3.0,13,2
598,Custom Hearth & Door,Shopping,Heating & Air Conditioning/HVAC,False,9.0,4.0,13,2
599,A Sunrise Towing,Automotive,Towing,False,4.0,1.0,13,2
